T,K,dl,dh
190,10,"1,66444","1,86246"
190,11,"1,65313","1,87418"
190,12,"1,64175","1,88602"
190,13,"1,63028","1,89798"
190,14,"1,61875","1,91007"
190,15,"1,60714","1,92226"
190,16,"1,59547","1,93456"
190,17,"1,58372","1,94699"
190,18,"1,5719","1,95952"
190,19,"1,56001","1,97216"
190,20,"1,54807","1,9849"
190,21,"1,53605","1,99776"
191,2,"1,75262","1,77366"
191,3,"1,74204","1,78433"
191,4,"1,73138","1,79513"
191,5,"1,72061","1,80605"
191,6,"1,70978","1,81711"
191,7,"1,69884","1,82827"
191,8,"1,68784","1,83957"
191,9,"1,67675","1,85098"
191,10,"1,66558","1,86252"
191,11,"1,65434","1,87418"
191,12,"1,64301","1,88595"
191,13,"1,63162","1,89784"
191,14,"1,62015","1,90985"
191,15,"1,60861","1,92197"
191,16,"1,59699","1,93421"
191,17,"1,58531","1,94654"
191,18,"1,57356","1,959"
191,19,"1,56175","1,97157"
191,20,"1,54987","1,98424"
191,21,"1,53792","1,99702"
192,2,"1,75329","1,77422"
192,3,"1,74277","1,78483"
192,4,"1,73215","1,79557"
192,5,"1,72145","1,80644"
192,6,"1,71066","1,81743"
192,7,"1,6998","1,82854"
192,8,"1,68885","1,83977"
192,9,"1,67783","1,85111"
192,10,"1,66671","1,86259"
192,11,"1,65553","1,87418"
192,12,"1,64427","1,88588"
192,13,"1,63294","1,8977"
192,14,"1,62153","1,90964"
192,15,"1,61006","1,92168"
192,16,"1,59851","1,93385"
192,17,"1,58689","1,94612"
192,18,"1,5752","1,9585"
192,19,"1,56345","1,97099"
192,20,"1,55165","1,98358"
192,21,"1,53977","1,99628"
193,2,"1,75396","1,77477"
193,3,"1,74348","1,78533"
193,4,"1,73293","1,79601"
193,5,"1,72228","1,80682"
193,6,"1,71155","1,81775"
193,7,"1,70074","1,82879"
193,8,"1,68986","1,83996"
193,9,"1,67889","1,85125"
193,10,"1,66784","1,86266"
193,11,"1,65672","1,87417"
193,12,"1,64553","1,88581"
193,13,"1,63425","1,89756"
193,14,"1,6229","1,90943"
193,15,"1,61149","1,92141"
193,16,"1,6","1,93349"
193,17,"1,58845","1,94569"
193,18,"1,57683","1,958"
193,19,"1,56515","1,97041"
193,20,"1,55341","1,98293"
193,21,"1,54159","1,99555"
194,2,"1,75461","1,77533"
194,3,"1,74419","1,78583"
194,4,"1,73369","1,79645"
194,5,"1,7231","1,80719"
194,6,"1,71243","1,81806"
194,7,"1,70168","1,82905"
194,8,"1,69085","1,84016"
194,9,"1,67994","1,85138"
194,10,"1,66895","1,86272"
194,11,"1,65789","1,87418"
194,12,"1,64676","1,88575"
194,13,"1,63554","1,89743"
194,14,"1,62427","1,90923"
194,15,"1,61291","1,92114"
194,16,"1,60149","1,93315"
194,17,"1,59001","1,94529"
194,18,"1,57845","1,95752"
194,19,"1,56683","1,96985"
194,20,"1,55514","1,9823"
194,21,"1,54341","1,99484"
195,2,"1,75526","1,77586"
195,3,"1,7449","1,78632"
195,4,"1,73445","1,79688"
195,5,"1,72392","1,80757"
195,6,"1,7133","1,81838"
195,7,"1,70261","1,8293"
195,8,"1,69183","1,84035"
195,9,"1,68099","1,85151"
195,10,"1,67005","1,86279"
195,11,"1,65905","1,87418"
195,12,"1,64798","1,88569"
195,13,"1,63683","1,89731"
195,14,"1,62561","1,90903"
195,15,"1,61432","1,92087"
195,16,"1,60296","1,93282"
195,17,"1,59154","1,94487"
195,18,"1,58005","1,95704"
195,19,"1,56849","1,9693"
195,20,"1,55687","1,98166"
195,21,"1,5452","1,99413"
196,2,"1,75591","1,7764"
196,3,"1,74559","1,7868"
196,4,"1,7352","1,79731"
196,5,"1,72473","1,80794"
196,6,"1,71416","1,81869"
196,7,"1,70352","1,82956"
196,8,"1,69282","1,84055"
196,9,"1,68202","1,85164"
196,10,"1,67115","1,86286"
196,11,"1,6602","1,87419"
196,12,"1,64919","1,88563"
196,13,"1,6381","1,89718"
196,14,"1,62695","1,90884"
196,15,"1,61571","1,92061"
196,16,"1,60442","1,93249"
196,17,"1,59306","1,94447"
196,18,"1,58164","1,95656"
196,19,"1,57014","1,96875"
196,20,"1,55859","1,98104"
196,21,"1,54697","1,99344"
197,2,"1,75655","1,77694"
197,3,"1,74629","1,78728"
197,4,"1,73595","1,79774"
197,5,"1,72553","1,80831"
197,6,"1,71502","1,819"
197,7,"1,70444","1,82982"
197,8,"1,69378","1,84074"
197,9,"1,68305","1,85178"
197,10,"1,67223","1,86293"
197,11,"1,66135","1,87419"
197,12,"1,65039","1,88558"
197,13,"1,63936","1,89705"
197,14,"1,62827","1,90865"
197,15,"1,6171","1,92036"
197,16,"1,60586","1,93216"
197,17,"1,59456","1,94408"
197,18,"1,5832","1,95609"
197,19,"1,57177","1,96821"
197,20,"1,56028","1,98043"
197,21,"1,54873","1,99275"
198,2,"1,75719","1,77747"
198,3,"1,74698","1,78776"
198,4,"1,73669","1,79817"
198,5,"1,72632","1,80868"
198,6,"1,71588","1,81932"
198,7,"1,70534","1,83007"
198,8,"1,69474","1,84094"
198,9,"1,68406","1,85192"
198,10,"1,6733","1,86301"
198,11,"1,66248","1,8742"
198,12,"1,65159","1,88552"
198,13,"1,64061","1,89694"
198,14,"1,62957","1,90846"
198,15,"1,61846","1,9201"
198,16,"1,6073","1,93184"
198,17,"1,59605","1,94368"
198,18,"1,58476","1,95563"
198,19,"1,57338","1,96769"
198,20,"1,56196","1,97983"
198,21,"1,55047","1,99208"
199,2,"1,75781","1,778"
199,3,"1,74766","1,78824"
199,4,"1,73743","1,79858"
199,5,"1,72711","1,80905"
199,6,"1,71671","1,81963"
199,7,"1,70624","1,83032"
199,8,"1,69569","1,84113"
199,9,"1,68507","1,85205"
199,10,"1,67437","1,86308"
199,11,"1,6636","1,87422"
199,12,"1,65277","1,88547"
199,13,"1,64185","1,89683"
199,14,"1,63088","1,90828"
199,15,"1,61983","1,91985"
199,16,"1,60872","1,93152"
199,17,"1,59754","1,9433"
199,18,"1,58629","1,95518"
199,19,"1,57499","1,96716"
199,20,"1,56362","1,97923"
199,21,"1,5522","1,99141"
200,2,"1,75844","1,77852"
200,3,"1,74833","1,78871"
200,4,"1,73815","1,79901"
200,5,"1,72789","1,80942"
200,6,"1,71755","1,81994"
200,7,"1,70713","1,83057"
200,8,"1,69663","1,84133"
200,9,"1,68607","1,85219"
200,10,"1,67543","1,86316"
200,11,"1,66471","1,87423"
200,12,"1,65394","1,88541"
200,13,"1,64308","1,89671"
200,14,"1,63216","1,9081"
200,15,"1,62117","1,91961"
200,16,"1,61011","1,93122"
200,17,"1,599","1,94292"
200,18,"1,58781","1,95473"
200,19,"1,57657","1,96665"
200,20,"1,56527","1,97865"
200,21,"1,5539","1,99075"
210,2,"1,76445","1,78358"
210,3,"1,75483","1,79326"
210,4,"1,74513","1,80305"
210,5,"1,73537","1,81295"
210,6,"1,72554","1,82294"
210,7,"1,71563","1,83305"
210,8,"1,70566","1,84325"
210,9,"1,69561","1,85355"
210,10,"1,6855","1,86394"
210,11,"1,67532","1,87445"
210,12,"1,66508","1,88505"
210,13,"1,65478","1,89574"
210,14,"1,64441","1,90653"
210,15,"1,63398","1,91742"
210,16,"1,62348","1,92839"
210,17,"1,61293","1,93947"
210,18,"1,60232","1,95063"
210,19,"1,59165","1,96188"
210,20,"1,58094","1,97323"
210,21,"1,57015","1,98467"
220,2,"1,77003","1,78829"
220,3,"1,76086","1,79753"
220,4,"1,75161","1,80686"
220,5,"1,74229","1,81628"
220,6,"1,73292","1,82581"
220,7,"1,72348","1,83543"
220,8,"1,71398","1,84513"
220,9,"1,70441","1,85492"
220,10,"1,69477","1,86482"
220,11,"1,68509","1,87479"
220,12,"1,67533","1,88486"
220,13,"1,66552","1,89502"
220,14,"1,65566","1,90526"
220,15,"1,64573","1,91559"
220,16,"1,63575","1,92601"
220,17,"1,62571","1,93651"
220,18,"1,61562","1,9471"
220,19,"1,60547","1,95776"
220,20,"1,59527","1,96852"
220,21,"1,58503","1,97935"
230,2,"1,77525","1,7927"
230,3,"1,76647","1,80154"
230,4,"1,75763","1,81045"
230,5,"1,74873","1,81945"
230,6,"1,73977","1,82854"
230,7,"1,73075","1,83771"
230,8,"1,72168","1,84697"
230,9,"1,71254","1,85632"
230,10,"1,70335","1,86574"
230,11,"1,6941","1,87524"
230,12,"1,68479","1,88483"
230,13,"1,67544","1,8945"
230,14,"1,66602","1,90424"
230,15,"1,65655","1,91407"
230,16,"1,64703","1,92398"
230,17,"1,63746","1,93397"
230,18,"1,62784","1,94403"
230,19,"1,61816","1,95417"
230,20,"1,60844","1,96439"
230,21,"1,59868","1,97467"
240,2,"1,78012","1,79685"
240,3,"1,77171","1,8053"
240,4,"1,76325","1,81384"
240,5,"1,75473","1,82246"
240,6,"1,74616","1,83115"
240,7,"1,73752","1,83992"
240,8,"1,72883","1,84876"
240,9,"1,72009","1,85769"
240,10,"1,71129","1,86669"
240,11,"1,70245","1,87576"
240,12,"1,69356","1,88492"
240,13,"1,6846","1,89415"
240,14,"1,67561","1,90345"
240,15,"1,66656","1,91282"
240,16,"1,65746","1,92226"
240,17,"1,64832","1,93178"
240,18,"1,63913","1,94137"
240,19,"1,62988","1,95102"
240,20,"1,6206","1,96075"
240,21,"1,61128","1,97055"
250,2,"1,78469","1,80075"
250,3,"1,77662","1,80887"
250,4,"1,76851","1,81706"
250,5,"1,76033","1,82531"
250,6,"1,75211","1,83364"
250,7,"1,74383","1,84204"
250,8,"1,7355","1,85051"
250,9,"1,72713","1,85906"
250,10,"1,7187","1,86768"
250,11,"1,71022","1,87636"
250,12,"1,7017","1,88511"
250,13,"1,69312","1,89393"
250,14,"1,68451","1,90282"
250,15,"1,67584","1,91178"
250,16,"1,66714","1,9208"
250,17,"1,65838","1,92989"
250,18,"1,64959","1,93904"
250,19,"1,64074","1,94827"
250,20,"1,63186","1,95755"
250,21,"1,62293","1,9669"
260,2,"1,789","1,80444"
260,3,"1,78125","1,81223"
260,4,"1,77344","1,8201"
260,5,"1,76558","1,82803"
260,6,"1,75768","1,83603"
260,7,"1,74973","1,84409"
260,8,"1,74173","1,85222"
260,9,"1,73369","1,86041"
260,10,"1,72561","1,86867"
260,11,"1,71747","1,87699"
260,12,"1,70928","1,88538"
260,13,"1,70107","1,89383"
260,14,"1,6928","1,90234"
260,15,"1,68449","1,91092"
260,16,"1,67613","1,91956"
260,17,"1,66774","1,92826"
260,18,"1,6593","1,93702"
260,19,"1,65082","1,94583"
260,20,"1,64231","1,95471"
260,21,"1,63375","1,96366"
270,2,"1,79306","1,80792"
270,3,"1,7856","1,81543"
270,4,"1,77808","1,823"
270,5,"1,77052","1,83062"
270,6,"1,76292","1,83831"
270,7,"1,75528","1,84606"
270,8,"1,74758","1,85387"
270,9,"1,73984","1,86174"
270,10,"1,73207","1,86967"
270,11,"1,72425","1,87767"
270,12,"1,71638","1,88572"
270,13,"1,70849","1,89382"
270,14,"1,70054","1,902"
270,15,"1,69256","1,91023"
270,16,"1,68453","1,91851"
270,17,"1,67647","1,92684"
270,18,"1,66836","1,93524"
270,19,"1,66022","1,94369"
270,20,"1,65204","1,9522"
270,21,"1,64382","1,96077"
280,2,"1,7969","1,81123"
280,3,"1,7897","1,81846"
280,4,"1,78245","1,82575"
280,5,"1,77517","1,83309"
280,6,"1,76784","1,84051"
280,7,"1,76048","1,84797"
280,8,"1,75307","1,85549"
280,9,"1,74563","1,86305"
280,10,"1,73814","1,87068"
280,11,"1,73061","1,87837"
280,12,"1,72304","1,88611"
280,13,"1,71543","1,8939"
280,14,"1,70778","1,90175"
280,15,"1,70011","1,90965"
280,16,"1,69238","1,91761"
280,17,"1,68463","1,92562"
280,18,"1,67682","1,93368"
280,19,"1,669","1,9418"
280,20,"1,66113","1,94996"
280,21,"1,65323","1,95819"
290,2,"1,80053","1,81436"
290,3,"1,79358","1,82134"
290,4,"1,7866","1,82838"
290,5,"1,77956","1,83546"
290,6,"1,7725","1,84261"
290,7,"1,76539","1,8498"
290,8,"1,75825","1,85704"
290,9,"1,75106","1,86434"
290,10,"1,74384","1,87169"
290,11,"1,73659","1,87909"
290,12,"1,72929","1,88655"
290,13,"1,72196","1,89405"
290,14,"1,71459","1,90161"
290,15,"1,70718","1,90921"
290,16,"1,69975","1,91686"
290,17,"1,69227","1,92456"
290,18,"1,68477","1,93232"
290,19,"1,67722","1,94012"
290,20,"1,66964","1,94798"
290,21,"1,66204","1,95587"
300,2,"1,80398","1,81735"
300,3,"1,79726","1,8241"
300,4,"1,79051","1,83088"
300,5,"1,78371","1,83773"
300,6,"1,77689","1,84463"
300,7,"1,77003","1,85157"
300,8,"1,76313","1,85856"
300,9,"1,75619","1,8656"
300,10,"1,74921","1,87269"
300,11,"1,74222","1,87983"
300,12,"1,73518","1,88702"
300,13,"1,7281","1,89425"
300,14,"1,72099","1,90152"
300,15,"1,71385","1,90885"
300,16,"1,70667","1,91623"
300,17,"1,69946","1,92365"
300,18,"1,69221","1,93111"
300,19,"1,68494","1,93863"
300,20,"1,67764","1,94619"
300,21,"1,6703","1,95379"
310,2,"1,80725","1,82019"
310,3,"1,80076","1,82672"
310,4,"1,79422","1,83329"
310,5,"1,78766","1,83991"
310,6,"1,78105","1,84657"
310,7,"1,77441","1,85328"
310,8,"1,76774","1,86003"
310,9,"1,76104","1,86683"
310,10,"1,7543","1,87368"
310,11,"1,74753","1,88058"
310,12,"1,74072","1,88751"
310,13,"1,73389","1,89449"
310,14,"1,72703","1,90152"
310,15,"1,72012","1,90859"
310,16,"1,71319","1,91571"
310,17,"1,70622","1,92286"
310,18,"1,69923","1,93006"
310,19,"1,69221","1,93731"
310,20,"1,68516","1,94459"
310,21,"1,67807","1,95192"
320,2,"1,81037","1,82291"
320,3,"1,80408","1,82922"
320,4,"1,79775","1,83559"
320,5,"1,79139","1,84199"
320,6,"1,785","1,84844"
320,7,"1,77857","1,85494"
320,8,"1,77211","1,86147"
320,9,"1,76563","1,86804"
320,10,"1,75911","1,87466"
320,11,"1,75256","1,88133"
320,12,"1,74598","1,88804"
320,13,"1,73937","1,89478"
320,14,"1,73272","1,90156"
320,15,"1,72605","1,9084"
320,16,"1,71935","1,91527"
320,17,"1,71262","1,92218"
320,18,"1,70585","1,92913"
320,19,"1,69906","1,93613"
320,20,"1,69225","1,94316"
320,21,"1,6854","1,95024"
330,2,"1,81335","1,8255"
330,3,"1,80724","1,83162"
330,4,"1,80111","1,83779"
330,5,"1,79495","1,844"
330,6,"1,78876","1,85024"
330,7,"1,78252","1,85653"
330,8,"1,77627","1,86286"
330,9,"1,76999","1,86923"
330,10,"1,76367","1,87563"
330,11,"1,75733","1,88209"
330,12,"1,75095","1,88857"
330,13,"1,74455","1,8951"
330,14,"1,73812","1,90167"
330,15,"1,73165","1,90827"
330,16,"1,72517","1,91492"
330,17,"1,71865","1,92159"
330,18,"1,7121","1,92832"
330,19,"1,70554","1,93507"
330,20,"1,69893","1,94187"
330,21,"1,69231","1,9487"
340,2,"1,81618","1,82799"
340,3,"1,81026","1,83392"
340,4,"1,80432","1,8399"
340,5,"1,79834","1,84592"
340,6,"1,79233","1,85198"
340,7,"1,78629","1,85808"
340,8,"1,78022","1,8642"
340,9,"1,77413","1,87038"
340,10,"1,768","1,87659"
340,11,"1,76185","1,88284"
340,12,"1,75567","1,88913"
340,13,"1,74947","1,89545"
340,14,"1,74323","1,9018"
340,15,"1,73697","1,90819"
340,16,"1,73068","1,91463"
340,17,"1,72437","1,92109"
340,18,"1,71803","1,9276"
340,19,"1,71166","1,93414"
340,20,"1,70527","1,94072"
340,21,"1,69885","1,94732"
350,2,"1,8189","1,83036"
350,3,"1,81315","1,83613"
350,4,"1,80737","1,84193"
350,5,"1,80157","1,84778"
350,6,"1,79573","1,85366"
350,7,"1,78987","1,85957"
350,8,"1,78398","1,86553"
350,9,"1,77806","1,87151"
350,10,"1,77211","1,87753"
350,11,"1,76615","1,88359"
350,12,"1,76015","1,88969"
350,13,"1,75414","1,89581"
350,14,"1,74808","1,90198"
350,15,"1,74201","1,90818"
350,16,"1,73592","1,91441"
350,17,"1,72979","1,92068"
350,18,"1,72364","1,92698"
350,19,"1,71747","1,93331"
350,20,"1,71127","1,93967"
350,21,"1,70505","1,94608"
360,2,"1,8215","1,83264"
360,3,"1,81591","1,83825"
360,4,"1,81029","1,84389"
360,5,"1,80465","1,84957"
360,6,"1,79898","1,85527"
360,7,"1,79328","1,86102"
360,8,"1,78756","1,86681"
360,9,"1,78182","1,87261"
360,10,"1,77604","1,87846"
360,11,"1,77025","1,88434"
360,12,"1,76442","1,89026"
360,13,"1,75858","1,8962"
360,14,"1,7527","1,90218"
360,15,"1,74681","1,90819"
360,16,"1,74089","1,91424"
360,17,"1,73494","1,92032"
360,18,"1,72898","1,92643"
360,19,"1,72299","1,93257"
360,20,"1,71697","1,93874"
360,21,"1,71094","1,94494"
370,2,"1,82399","1,83483"
370,3,"1,81855","1,84029"
370,4,"1,81309","1,84577"
370,5,"1,8076","1,85129"
370,6,"1,80209","1,85685"
370,7,"1,79655","1,86242"
370,8,"1,79098","1,86805"
370,9,"1,7854","1,87369"
370,10,"1,77978","1,87938"
370,11,"1,77415","1,88509"
370,12,"1,76849","1,89083"
370,13,"1,76281","1,8966"
370,14,"1,75711","1,90241"
370,15,"1,75137","1,90825"
370,16,"1,74562","1,91412"
370,17,"1,73985","1,92002"
370,18,"1,73406","1,92595"
370,19,"1,72824","1,93191"
370,20,"1,7224","1,93789"
370,21,"1,71653","1,94392"
380,2,"1,82639","1,83694"
380,3,"1,82109","1,84225"
380,4,"1,81577","1,84758"
380,5,"1,81043","1,85296"
380,6,"1,80506","1,85836"
380,7,"1,79967","1,86379"
380,8,"1,79426","1,86925"
380,9,"1,78883","1,87475"
380,10,"1,78336","1,88027"
380,11,"1,77788","1,88582"
380,12,"1,77238","1,89141"
380,13,"1,76685","1,89702"
380,14,"1,7613","1,90266"
380,15,"1,75573","1,90834"
380,16,"1,75014","1,91404"
380,17,"1,74452","1,91977"
380,18,"1,73889","1,92553"
380,19,"1,73323","1,93132"
380,20,"1,72755","1,93714"
380,21,"1,72186","1,94298"
390,2,"1,82868","1,83896"
390,3,"1,82352","1,84413"
390,4,"1,81834","1,84933"
390,5,"1,81314","1,85457"
390,6,"1,80791","1,85982"
390,7,"1,80266","1,86512"
390,8,"1,79739","1,87043"
390,9,"1,7921","1,87578"
390,10,"1,78678","1,88115"
390,11,"1,78145","1,88656"
390,12,"1,77609","1,892"
390,13,"1,77071","1,89746"
390,14,"1,76532","1,90294"
390,15,"1,75989","1,90846"
390,16,"1,75445","1,91401"
390,17,"1,74898","1,91957"
390,18,"1,74351","1,92517"
390,19,"1,738","1,9308"
390,20,"1,73248","1,93646"
390,21,"1,72693","1,94213"
400,2,"1,83089","1,84091"
400,3,"1,82586","1,84596"
400,4,"1,82081","1,85103"
400,5,"1,81574","1,85612"
400,6,"1,81064","1,86124"
400,7,"1,80553","1,8664"
400,8,"1,80039","1,87158"
400,9,"1,79524","1,87678"
400,10,"1,79006","1,88202"
400,11,"1,78486","1,88728"
400,12,"1,77964","1,89258"
400,13,"1,7744","1,89789"
400,14,"1,76915","1,90323"
400,15,"1,76387","1,9086"
400,16,"1,75856","1,914"
400,17,"1,75324","1,91942"
400,18,"1,74791","1,92486"
400,19,"1,74255","1,93034"
400,20,"1,73717","1,93584"
400,21,"1,73177","1,94136"
410,2,"1,83301","1,84279"
410,3,"1,82811","1,84771"
410,4,"1,82318","1,85265"
410,5,"1,81824","1,85763"
410,6,"1,81327","1,86263"
410,7,"1,80828","1,86765"
410,8,"1,80327","1,87269"
410,9,"1,79825","1,87777"
410,10,"1,7932","1,88287"
410,11,"1,78814","1,888"
410,12,"1,78305","1,89315"
410,13,"1,77794","1,89833"
410,14,"1,77281","1,90354"
410,15,"1,76767","1,90877"
410,16,"1,7625","1,91401"
410,17,"1,75732","1,9193"
410,18,"1,75212","1,9246"
410,19,"1,7469","1,92993"
410,20,"1,74166","1,93528"
410,21,"1,7364","1,94066"
420,2,"1,83507","1,84461"
420,3,"1,83028","1,84941"
420,4,"1,82546","1,85423"
420,5,"1,82064","1,85908"
420,6,"1,81579","1,86396"
420,7,"1,81093","1,86886"
420,8,"1,80604","1,87379"
420,9,"1,80114","1,87874"
420,10,"1,79621","1,88371"
420,11,"1,79127","1,88871"
420,12,"1,78631","1,89373"
420,13,"1,78133","1,89878"
420,14,"1,77633","1,90385"
420,15,"1,77132","1,90895"
420,16,"1,76628","1,91407"
420,17,"1,76122","1,91922"
420,18,"1,75615","1,92438"
420,19,"1,75107","1,92957"
420,20,"1,74596","1,93478"
420,21,"1,74083","1,94003"
430,2,"1,83704","1,84636"
430,3,"1,83236","1,85105"
430,4,"1,82767","1,85576"
430,5,"1,82296","1,8605"
430,6,"1,81823","1,86525"
430,7,"1,81348","1,87004"
430,8,"1,80871","1,87484"
430,9,"1,80392","1,87967"
430,10,"1,79911","1,88453"
430,11,"1,79429","1,88941"
430,12,"1,78944","1,89431"
430,13,"1,78458","1,89923"
430,14,"1,77971","1,90417"
430,15,"1,77481","1,90915"
430,16,"1,7699","1,91414"
430,17,"1,76497","1,91915"
430,18,"1,76002","1,9242"
430,19,"1,75506","1,92925"
430,20,"1,75007","1,93433"
430,21,"1,74508","1,93944"
440,2,"1,83895","1,84805"
440,3,"1,83438","1,85264"
440,4,"1,82979","1,85724"
440,5,"1,82518","1,86187"
440,6,"1,82056","1,86651"
440,7,"1,81592","1,87119"
440,8,"1,81126","1,87588"
440,9,"1,80659","1,8806"
440,10,"1,80189","1,88533"
440,11,"1,79718","1,8901"
440,12,"1,79245","1,89488"
440,13,"1,7877","1,89968"
440,14,"1,78295","1,90451"
440,15,"1,77817","1,90937"
440,16,"1,77337","1,91424"
440,17,"1,76856","1,91913"
440,18,"1,76373","1,92404"
440,19,"1,75888","1,92898"
440,20,"1,75403","1,93393"
440,21,"1,74914","1,93891"
450,2,"1,84079","1,8497"
450,3,"1,83632","1,85418"
450,4,"1,83184","1,85867"
450,5,"1,82734","1,8632"
450,6,"1,82282","1,86774"
450,7,"1,81828","1,8723"
450,8,"1,81373","1,87688"
450,9,"1,80916","1,8815"
450,10,"1,80457","1,88612"
450,11,"1,79997","1,89077"
450,12,"1,79535","1,89545"
450,13,"1,79071","1,90014"
450,14,"1,78607","1,90485"
450,15,"1,78139","1,90959"
450,16,"1,77671","1,91434"
450,17,"1,77201","1,91912"
450,18,"1,7673","1,92392"
450,19,"1,76256","1,92874"
450,20,"1,75781","1,93358"
450,21,"1,75305","1,93844"
460,2,"1,84257","1,85128"
460,3,"1,8382","1,85567"
460,4,"1,83381","1,86007"
460,5,"1,82941","1,86449"
460,6,"1,82499","1,86893"
460,7,"1,82056","1,87339"
460,8,"1,81611","1,87787"
460,9,"1,81163","1,88238"
460,10,"1,80716","1,8869"
460,11,"1,80265","1,89144"
460,12,"1,79813","1,89601"
460,13,"1,79361","1,9006"
460,14,"1,78906","1,9052"
460,15,"1,7845","1,90983"
460,16,"1,77992","1,91447"
460,17,"1,77532","1,91914"
460,18,"1,77072","1,92382"
460,19,"1,7661","1,92853"
460,20,"1,76145","1,93325"
460,21,"1,7568","1,938"
470,2,"1,84429","1,85282"
470,3,"1,84002","1,85711"
470,4,"1,83572","1,86141"
470,5,"1,83142","1,86574"
470,6,"1,82709","1,87009"
470,7,"1,82275","1,87445"
470,8,"1,8184","1,87883"
470,9,"1,81403","1,88324"
470,10,"1,80964","1,88767"
470,11,"1,80524","1,89211"
470,12,"1,80083","1,89657"
470,13,"1,7964","1,90105"
470,14,"1,79195","1,90556"
470,15,"1,78749","1,91008"
470,16,"1,78301","1,91461"
470,17,"1,77852","1,91918"
470,18,"1,77401","1,92376"
470,19,"1,76949","1,92835"
470,20,"1,76496","1,93296"
470,21,"1,76041","1,9376"
480,2,"1,84596","1,85431"
480,3,"1,84177","1,85851"
480,4,"1,83757","1,86272"
480,5,"1,83336","1,86695"
480,6,"1,82912","1,87121"
480,7,"1,82488","1,87548"
480,8,"1,82061","1,87977"
480,9,"1,81634","1,88408"
480,10,"1,81205","1,88841"
480,11,"1,80774","1,89276"
480,12,"1,80341","1,89712"
480,13,"1,79908","1,90151"
480,14,"1,79473","1,90591"
480,15,"1,79036","1,91034"
480,16,"1,78599","1,91477"
480,17,"1,78159","1,91923"
480,18,"1,77719","1,92371"
480,19,"1,77276","1,9282"
480,20,"1,76833","1,93271"
480,21,"1,76388","1,93725"
490,2,"1,84758","1,85576"
490,3,"1,84348","1,85987"
490,4,"1,83937","1,86399"
490,5,"1,83523","1,86814"
490,6,"1,83109","1,87231"
490,7,"1,82693","1,87649"
490,8,"1,82275","1,88069"
490,9,"1,81857","1,88491"
490,10,"1,81437","1,88915"
490,11,"1,81015","1,8934"
490,12,"1,80592","1,89767"
490,13,"1,80167","1,90197"
490,14,"1,79741","1,90628"
490,15,"1,79314","1,91059"
490,16,"1,78885","1,91494"
490,17,"1,78456","1,9193"
490,18,"1,78024","1,92368"
490,19,"1,77592","1,92807"
490,20,"1,77157","1,93249"
490,21,"1,76722","1,93692"
500,2,"1,84914","1,85716"
500,3,"1,84513","1,86119"
500,4,"1,8411","1,86523"
500,5,"1,83705","1,86929"
500,6,"1,83298","1,87337"
500,7,"1,82892","1,87747"
500,8,"1,82482","1,88158"
500,9,"1,82072","1,88572"
500,10,"1,81661","1,88986"
500,11,"1,81247","1,89403"
500,12,"1,80834","1,89821"
500,13,"1,80417","1,90242"
500,14,"1,80001","1,90663"
500,15,"1,79582","1,91087"
500,16,"1,79163","1,91512"
500,17,"1,78742","1,91938"
500,18,"1,78319","1,92368"
500,19,"1,77896","1,92798"
500,20,"1,77471","1,93229"
500,21,"1,77044","1,93663"
550,2,"1,85632","1,86361"
550,3,"1,85267","1,86727"
550,4,"1,84901","1,87094"
550,5,"1,84533","1,87462"
550,6,"1,84165","1,87833"
550,7,"1,83794","1,88204"
550,8,"1,83423","1,88578"
550,9,"1,83051","1,88952"
550,10,"1,82678","1,89327"
550,11,"1,82303","1,89705"
550,12,"1,81928","1,90084"
550,13,"1,81551","1,90464"
550,14,"1,81173","1,90845"
550,15,"1,80794","1,91228"
550,16,"1,80414","1,91613"
550,17,"1,80033","1,91998"
550,18,"1,79651","1,92386"
550,19,"1,79268","1,92774"
550,20,"1,78883","1,93164"
550,21,"1,78497","1,93555"
600,2,"1,86257","1,86925"
600,3,"1,85922","1,87259"
600,4,"1,85587","1,87596"
600,5,"1,8525","1,87934"
600,6,"1,84913","1,88273"
600,7,"1,84574","1,88612"
600,8,"1,84235","1,88954"
600,9,"1,83894","1,89296"
600,10,"1,83552","1,8964"
600,11,"1,8321","1,89984"
600,12,"1,82866","1,90331"
600,13,"1,82522","1,90677"
600,14,"1,82177","1,91026"
600,15,"1,8183","1,91375"
600,16,"1,81483","1,91727"
600,17,"1,81134","1,92078"
600,18,"1,80785","1,92431"
600,19,"1,80435","1,92786"
600,20,"1,80085","1,93141"
600,21,"1,79733","1,93497"
650,2,"1,86807","1,87423"
650,3,"1,86498","1,87733"
650,4,"1,86189","1,88043"
650,5,"1,85878","1,88354"
650,6,"1,85567","1,88667"
650,7,"1,85254","1,8898"
650,8,"1,84942","1,89295"
650,9,"1,84627","1,8961"
650,10,"1,84313","1,89926"
650,11,"1,83997","1,90244"
650,12,"1,83681","1,90562"
650,13,"1,83364","1,90882"
650,14,"1,83045","1,91202"
650,15,"1,82727","1,91523"
650,16,"1,82408","1,91846"
650,17,"1,82087","1,92169"
650,18,"1,81766","1,92494"
650,19,"1,81444","1,92819"
650,20,"1,8112","1,93145"
650,21,"1,80797","1,93473"
700,2,"1,87297","1,87869"
700,3,"1,8701","1,88156"
700,4,"1,86722","1,88443"
